Material;Centro;Clase de valoración;Texto breve de material;Última modificación;Tipo material;Grupo de artículos;Unidad medida base;Grupo de compras;Indicador ABC;Caract.planif.nec.;Categoría valoración;Control de precios;Precio;Moneda;Cantidad base;Creado por
110975;CD00;;TRAFO 3F 300 KVA 11.4KV/440-254V REPARAD;11/11/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;5,458,023;COP;1;AE79461
110976;CD00;;Trafo 3F autop 112,5 kVA 13.2kV-208/120V;6/7/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;1;COP;1;AE79461
110977;CD00;;TRAFO 1F 5KVA 1000V/120-240V REPARADO;28/10/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;534,353;COP;1;AE79461
110978;CD00;;TRAFO 1F 5KVA 11.4KV/ 240-120V REPARADO;28/10/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;730,091;COP;1;AE79461
110979;CD00;;TRAFO 1F 5KVA 13.2KV/120-240V REPARADO;11/11/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;849,593;COP;1;AE79461
110980;CD00;;TRAFO 1F10 kVA 11.4kV-120/240V REPARADO;11/11/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;882,231;COP;1;AE79461
110981;CD00;;TRAFO 1F10 kVA 13.2 kV-120/240V REPARADO;11/11/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;881,989;COP;1;AE79461
110982;CD00;;TRAFO 1F 15KVA 13,2 KV/1000-500V REP;11/3/2024;ZMBT;FETR1502;C/U;;;ND;MD01;S;970,121;COP;1;AE79461
110983;CD00;;TRAFO 1F15 kVA 11.4 kV-120/240V REPARADO;23/11/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;922,511;COP;1;AE79461
110984;CD00;;TRAFO 1F 15kVA 13.2 kV-120/240V REPARADO;21/11/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;1,005,094;COP;1;AE79461
110985;CD00;;TRAFO 1F25 kVA 11.4 kV-120/240V REPARADO;21/11/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;1,141,416;COP;1;AE79461
110986;CD00;;TRAFO 1F 25 kVA 13.2kV- 120/240VREPARADO;21/11/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;1,060,202;COP;1;AE79461
110987;CD00;;TRAFO 3F 15 kVA 11.4kV-208/120V REPARADO;11/3/2024;ZMBT;FETR1502;C/U;;;ND;MD01;S;1,919,150;COP;1;AE79461
110988;CD00;;TRAFO 3F 15 kVA 13.2kV-208/120V REPARADO;21/11/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;1,920,694;COP;1;AE79461
110989;CD00;;TRAFO 3F 30 kVA 11.4kV-208/120V REPARADO;21/11/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;2,009,443;COP;1;AE79461
110990;CD00;;TRAFO 3F 30 kVA 13.2kV-208/120V-REPARADO;21/11/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;2,079,257;COP;1;AE79461
110991;CD00;;TRAFO 3F 45 kVA 11.4kV-208/120V-REPARADO;21/11/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;2,233,192;COP;1;AE79461
110992;CD00;;TRAFO 3F 45 kVA 13.2kV-208/120V-REPARADO;28/10/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;2,256,538;COP;1;AE79461
110993;CD00;;TRAFO 3F 75 kVA 11.4kV-208/120V REPARADO;28/10/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;2,824,528;COP;1;AE79461
110994;CD00;;TRAFO 3F 75 kVA 13.2kV-208/120V-REPARADO;21/11/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;2,816,663;COP;1;AE79461
110995;CD00;;FRENOS TRANSFORMADOR, KIT REPUESTOS TRAN;27/12/2021;ZAT;FETR0100;C/U;;;ND;MD01;S;3;COP;1;AE79461
110996;CD00;;TRAFO 30KVA 11,4kv-208/120V pede secc RE;28/10/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;2,285,391;COP;1;AE79461
110997;CD00;;TRAFO 45 KVA 11400/208-120V pede secc RE;28/10/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;2,562,430;COP;1;AE79461
110998;CD00;;TRAFO 75 KVA 11400/208-120V pede secc RE;21/11/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;2,569,934;COP;1;AE79461
110999;CD00;;TRAFO 225 KVA 11400/208-120V pedes sec R;23/11/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;2,935,982;COP;1;AE79461
111000;CD00;;TRAFO 3F 112,5 kVA 11400-208/120V REPARA;21/11/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;3,094,295;COP;1;AE79461
111001;CD00;;TRAFO 3F150 kVA 11400-208/120 V REPARADO;21/11/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;3,113,142;COP;1;AE79461
111002;CD00;;Trafo 3f 30KVA 11400/480-277V pede sec R;30/12/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;3,116,224;COP;1;AE79461
111003;CD00;;Trafo 3f 45KVA 11400/480-277V pede sec R;21/11/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;2,361,382;COP;1;AE79461
111004;CD00;;TRAFO POTEN 5MVA 34500-11916/6880 V REP;21/11/2021;ZAT;FETR1700;C/U;;;ND;MD01;S;59,833,196;COP;1;AE79461
111005;CD00;;TRAFO POTEN 2.5MVA 34500-11917/6880V REP;28/10/2021;ZAT;FETR1700;C/U;;;ND;MD01;S;43,866,957;COP;1;AE79461
111006;CD00;;TRANSFORMADOR 37.5 KVA 1F BOB. Cu DAÑADO;26/4/2023;ZMAT;FETR1502;C/U;;;ND;MD07;S;0;COP;1;AE79461
111007;CD00;;Transformador corriente 34.5 kV 800 A;19/9/2024;ZAT;FETM2500;C/U;;;ND;MD01;S;2,383,265;COP;1;AE79461
111008;CD00;;TRAFO 3F 112,5kVA 13200-208/120V REPARAD;28/10/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;2,897,196;COP;1;AE79461
111009;CD00;;TRAFO 3F 225 kVA 11400-208/120V REPARADO;21/11/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;5,032,893;COP;1;AE79461
111010;CD00;;TRAFO 3F 800 kVA 11400/208-120 V REP.;21/11/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;4,247,273;COP;1;AE79461
111011;CD00;;Trafo 3F 400 KVA 11400/208-120V PED SECC;6/7/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;21,565,272;COP;1;AE79461
111012;CD00;;Trafo 3F 800 KVA 11400/208-120V t conv.;1/4/2024;ZMBT;FETR1502;C/U;;;ND;MD01;S;46,270,454;COP;1;AE79461
111013;CD00;;Trafo 3F 500 KVA 11400/208-120 V t seco;4/6/2024;ZMBT;FETR1502;C/U;;;ND;MD01;S;47,144,513;COP;1;AE79461
111014;CD00;;TRAFO,A SECO,500KVA,14.145/380-220,ET108;28/10/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;1;COP;1;AE79461
111015;CD00;;Trafo 3F 300 KVA 13200/208-120V t ped.;6/7/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;26,449,308;COP;1;AE79461
111016;CD00;;Trafo 3F 800 KVA 11400/208-120V t seco;27/3/2023;ZMBT;FETR1502;C/U;;;ND;MD01;S;36,779,489;COP;1;AE79461
111017;CD00;;TRAFO 3F 300kVA 11,4/208-120V CONV. REP.;21/11/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;5,180,785;COP;1;AE79461
111018;CD00;;TRAFO 3F 175KVA 13800/208V ZNyn11 STR;10/3/2023;ZMBT;FETR1502;C/U;;;ND;MD01;S;1,880,137;COP;1;AE79461
111019;CD00;;TRAFO 3F 150KVA 13.2kV/208-120V REPARADO;21/11/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;4,005,329;COP;1;AE79461
111020;CD00;;TRAFO 3F 500 KVA 11.4kV/208-120V REPAR;21/11/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;4,850,914;COP;1;AE79461
111021;CD00;;TRAFO 3F 112.5 KVA 11400/208-120V SECO;28/10/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;14,027,517;COP;1;AE79461
111022;CD00;;TRAFO 3F 112.5 KVA 11400/208-120V SECO R;21/11/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;5,033,432;COP;1;AE79461
111023;CD00;;TRAFO 3F 300 KVA 11400/208-120V SECO REP;21/11/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;11,913,217;COP;1;AE79461
111024;CD00;;Pasalaminas para Celda Tipo DNF7 Aeropue;30/3/2023;ZAT;FETR0100;C/U;;;ND;MD01;S;791;COP;1;AE79461
111025;CD00;;TRAFO 3F 500KVA 11400/208-120V PED SECC;27/1/2022;ZMBT;FETR1502;C/U;;;ND;MD01;S;24,218,941;COP;1;AE79461
111026;CD00;;TRAFO 3F 400KVA 11400/208-120V SECO H;23/3/2023;ZMBT;FETR1502;C/U;;;ND;MD01;S;31,265,608;COP;1;AE79461
111027;CD00;;TRAFO 3F 112.5 kVA 11.4kV/214-124V AMORF;28/10/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;16,858,715;COP;1;AE79461
111028;CD00;;TRAFO 3F 75 kVA 11400/480-277V CONV REPA;21/11/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;2,575,230;COP;1;AE79461
111029;CD00;;TRAFO 630KVA 11.4KV/208-120V SECO H;23/3/2023;ZMBT;FETR1502;C/U;;;ND;MD01;S;32,022,541;COP;1;AE79461
111030;CD00;;TRAFO 3F 75 KVA 11400/208-120V SECO REP;21/11/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;5,127,876;COP;1;AE79461
111031;CD00;;TRAFO 3F 150 KVA 11400/208-120V SECO REP;21/11/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;6,709,998;COP;1;AE79461
111032;CD00;;TRAFO 3F 75kVA 13.2-11.4kV/214-123V ACEI;28/10/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;6,148,000;COP;1;AE79461
111033;CD00;;Regulador 1F de Tensión 276kVA-15kV-200A;28/10/2021;ZMBT;FETR0100;C/U;;;ND;MD01;S;1;COP;1;AE79461
111034;CD00;;TRAFO 150 KVA 13200/208-120V PED SEC REP;21/11/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;5,629,012;COP;1;AE79461
111035;CD00;;TRAFO 3F 400 kVA 11400/208-120V REPARA;21/11/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;5,432,420;COP;1;AE79461
111036;CD00;;TRAFO 150 KVA 11400/208-120V PED SEC REP;29/3/2022;ZMBT;FETR1502;C/U;;;ND;MD01;S;3,111,617;COP;1;AE79461
111037;CD00;;CAJA REPUESTOS TRAFO 115KV 30MVA;28/10/2021;ZAT;FETR0501;C/U;;;ND;MD01;S;7,915;COP;1;AE79461
111038;CD00;;TRAFO 3F 5MVA 34.5/13.2-11.4KV REPARADO;21/11/2021;ZAT;FETR1700;C/U;;;ND;MD01;S;92,170,120;COP;1;AE79461
111039;CD00;;TRANSFORMADOR 50 KVA 3F BOB. Cu DAÑADO;31/7/2024;ZMAT;FETR1502;C/U;;;ND;MD07;S;0;COP;1;AE79461
111040;CD00;;CAJA REPUESTOS TRAFO 115KV 40MVA SIEMENS;27/12/2021;ZAT;FETR0501;C/U;;;ND;MD01;S;1;COP;1;AE79461
111041;CD00;;CAJA REPUESTOS TRAFO 230KV 56MVA ABB;28/10/2021;ZAT;FETR0501;C/U;;;ND;MD01;S;1;COP;1;AE79461
111042;CD00;;GUACAL RUEDAS Y ACCES TRAFO 115KV 40MVA;28/10/2021;ZAT;FETR0100;C/U;;;ND;MD01;S;2,031,250;COP;1;AE79461
111043;CD00;;GUACAL RADIADOR TRAFO 115KV 40MVA;28/10/2021;ZAT;FETR0100;C/U;;;ND;MD01;S;2,031,250;COP;1;AE79461
111044;CD00;;GUACAL PASATAPA AT TRAFO 115KV 40MVA;28/10/2021;ZAT;FETR0100;C/U;;;ND;MD01;S;1;COP;1;AE79461
111045;CD00;;GUACAL VENTILADORES TRAFO 115KV 40MVA;20/12/2021;ZAT;FETR0100;C/U;;;ND;MD01;S;2,031,250;COP;1;AE79461
111046;CD00;;TRAFO 1 5kVA 13.2-11.4kV/240-120V CONV;28/10/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;155,504;COP;1;AE79461
111047;CD00;;TRAFO 1 30kVA 13.2-11.4kV/240-120V CONV;28/10/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;144,282;COP;1;AE79461
111048;CD00;;TRAFO 3 15kVA 13.2-11.4kV/214-123V CONV;28/10/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;1;COP;1;AE79461
111049;CD00;;TRAFO 3 30kVA 13.2-11.4kV/214-123V CONV;10/3/2023;ZMBT;FETR1502;C/U;;;ND;MD01;S;280,457;COP;1;AE79461
111050;CD00;;TRAFO 30 KVA 11400/380-220V PED SEC REP;21/11/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;1,766,144;COP;1;AE79461
111051;CD00;;GUACAL PT CAPACITIVO;20/12/2021;ZAT;FETR0100;C/U;;;ND;MD01;S;79,156;COP;1;AE79461
111052;CD00;;GUACAL REPTOS TRAFO 115/12KV 40 MVA JHSP;20/12/2021;ZAT;FETR0100;C/U;;;ND;MD01;S;79,156;COP;1;AE79461
111053;CD00;;GUACAL SOPORTE BUJE MT+SOPORTE BUJE BT;28/10/2021;ZAT;FETR0100;C/U;;;ND;MD01;S;1;COP;1;AE79461
111054;CD00;;GUACAL ACCESORIOS PARA MONTAJE;20/12/2021;ZAT;FETR0100;C/U;;;ND;MD01;S;27,704;COP;1;AE79461
111055;CD00;;CANECAS DE ACEITE PARA TRANSFORMADOR;30/3/2022;ZAT;FETR0503;C/U;;;ND;MD01;S;2,181,345;COP;1;AE79461
111056;CD00;;TRAFO 3F 225kVA 34500/228-131V REPARADO;30/12/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;2,192,350;COP;1;AE79461
111057;CD00;;Herraje pasatapas de AT transformador;20/12/2021;ZAT;FETR0100;C/U;;;ND;MD01;S;395;COP;1;AE79461
111058;CD00;;Herraje pasatapas de BT transformador;28/10/2021;ZMBT;FETR0100;C/U;;;ND;MD01;S;395;COP;1;AE79461
111059;CD00;;TRAFO 3F 5 MVA 34.5 / 13.2-11.4 KV CONV;23/3/2023;ZAT;FETR0503;C/U;;;ND;MD01;S;371,899,621;COP;1;AE79461
111060;CD00;;BUJE PASATAPAS AT TRAFO POTENCIA;20/12/2021;ZAT;FETR0100;C/U;;;ND;MD01;S;38,748;COP;1;AE79461
111061;CD00;;VENTILADOR KURITA TRANSFORMADOR POTENCIA;20/12/2021;ZAT;FETR0100;C/U;;;ND;MD01;S;142,481;COP;1;AE79461
111062;CD00;;TRAFO 3F 630KVA 11400/208-120V CONV REP;21/11/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;7,938,332;COP;1;AE79461
111063;CD00;;TRAFO 3F 45KVA 11400/380-220V CONV REPAR;21/11/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;2,083,422;COP;1;AE79461
111064;CD00;;TRAFO 3F 30KVA 11400/380-220V CONV REPAR;21/11/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;1,923,234;COP;1;AE79461
111065;CD00;;TRAFO 3F 300KVA 11.4 KV/480-227V T SECO;28/10/2021;ZMBT;FETR1600;C/U;;;ND;MD01;S;22,040,000;COP;1;AE79461
111066;CD00;;TRAFO 3F 112.5KVA 34.5KV/208-120V;28/10/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;25,520,000;COP;1;AE79461
111067;CD00;;GUACAL AISLADORES TRAFO 7.5MVA;28/10/2021;ZAT;FETR0100;C/U;;;ND;MD01;S;1,532,303;COP;1;AE79461
111068;CD00;;CONTENEDOR ACEITE DIELECTRICO PROCESADO;28/10/2021;ZAT;FETR0503;C/U;;;ND;MD01;S;2,189,004;COP;1;AE79461
111069;CD00;;TRAFO 1F AUXILIAR 11400/120V 500VA REP;28/10/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;611,193;COP;1;AE79461
111070;CD00;;TRAFO 1F AUXILIAR 13200/120V 500VA REP;21/11/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;670,568;COP;1;AE79461
111071;CD00;;TRAFO 1F AUXILIAR 34500/120V 500VA REP;28/10/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;744,737;COP;1;AE79461
111072;CD00;;BUJE 115 KV TRENCH TIPO COT 650 - 1250;20/12/2021;ZAT;FETR0100;C/U;;;ND;MD01;S;463,000;COP;1;AE79461
111073;CD00;;VENTILADOR TRANSFORMADOR 1/6 HP 208 V;20/12/2021;ZAT;FETR0100;C/U;;;ND;MD01;S;9,894;COP;1;AE79461
111074;CD00;;TRAFO 3F 45KVA 11.4KV/208-120V SECO REP;21/11/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;879,590;COP;1;AE79461
111075;CD00;;TRAFO 3F 150KVA 13200/208-120V PEDESTAL;2/2/2024;ZMBT;FETR1502;C/U;;;ND;MD01;S;30,449,077;COP;1;AE79461
111076;CD00;;TRAFO 3F 630KVA 13200/208-120V PEDESTAL;6/7/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;51,081,594;COP;1;AE79461
111077;CD00;;TRAFO 3F 630KVA 11400/208-120V PEDESTAL;6/7/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;28,927,949;COP;1;AE79461
111078;CD00;;TRAFO 3F 75KVA 11400/440-254V T CONV REP;21/11/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;3,196,986;COP;1;AE79461
111079;CD00;;CAJA PASATAPAS BT Y PN AT TRAFO 40MVA;28/10/2021;ZAT;FETR0100;C/U;;;ND;MD01;S;81,135;COP;1;AE79461
111080;CD00;;CAJA TANQUE DE EXPANSION TRAFO 40MVA;28/10/2021;ZAT;FETR0100;C/U;;;ND;MD01;S;393,802;COP;1;AE79461
111081;CD00;;CAJA VENTILADORES TRAFO 40MVA 115/12KV;28/10/2021;ZAT;FETR0100;C/U;;;ND;MD01;S;102,507;COP;1;AE79461
111082;CD00;;CAJA ACCESOR Y COMPLEMENTOS TRAFO 40MVA;28/10/2021;ZAT;FETR0100;C/U;;;ND;MD01;S;2,031,250;COP;1;AE79461
111083;CD00;;CAJA UNIDAD FILTRADO CONMUT TRAFO 40MVA;27/12/2021;ZAT;FETR0100;C/U;;;ND;MD01;S;395;COP;1;AE79461
111084;CD00;;CAJA PASATAPA AT TRAFO 40MVA 115/12KV;20/12/2021;ZAT;FETR0100;C/U;;;ND;MD01;S;81,135;COP;1;AE79461
111085;CD00;;TRANSFO ELEVADOR 630KVA 208V/11.4 13.2KV;28/10/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;70,130,166;COP;1;AE79461
111086;CD00;;TRAFO POTENCIA 40MVA 115/12KV TIPO B5;27/1/2023;ZAT;FETR0503;C/U;;;ND;MD01;S;3,279,989,199;COP;1;AE79461
111087;CD00;;TRAFO POTENCIA 40MVA 115/34,5KV TIPO B4;12/9/2024;ZAT;FETR0503;C/U;;;ND;MD01;S;3,279,989,199;COP;1;AE79461
111088;CD00;;TRANSFO ELEVADOR 225KVA 208V/11.4 13.2KV;28/10/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;34,543,150;COP;1;AE79461
111089;CD00;;VALVULA DE SOBREPRESION TRAFO 12PSI;20/12/2021;ZAT;FETR0100;C/U;;;ND;MD01;S;2,668,000;COP;1;AE79461
111090;CD00;;KIT DE EMPAQUES TRANSFORMADOR 3MVA;2/2/2022;ZAT;FETR0100;C/U;;;ND;MD01;S;0;COP;1;AE79461
111091;CD00;;KIT DE EMPAQUES TRANSFORMADOR 10MVA;2/2/2022;ZAT;FETR0100;C/U;;;ND;MD01;S;0;COP;1;AE79461
111092;CD00;;BAHIA HIBRIDA SECCIONAMIENTO 145KV;7/3/2022;ZAT;FETR0503;C/U;;;ND;MD01;S;578,640,816;COP;1;AE79461
111093;CD00;;BAHIA HIBRIDA ACOPLE 145 KV;7/3/2022;ZAT;FETR0503;C/U;;;ND;MD01;S;501,182,887;COP;1;AE79461
111094;CD00;;BAHIA HIBRIDA 2 BARRAS AUTOTRAFO 145 KV;7/3/2022;ZAT;FETR0503;C/U;;;ND;MD01;S;624,206,209;COP;1;AE79461
111095;CD00;;BAHIA HIBRIDA 2 BARRAS TRAFO ATMT 145 KV;7/3/2022;ZAT;FETR0503;C/U;;;ND;MD01;S;674,322,474;COP;1;AE79461
111096;CD00;;BAHIA HIBRIDA 2 BARRAS LINEA 145 KV;7/3/2022;ZAT;FETR0503;C/U;;;ND;MD01;S;619,647,241;COP;1;AE79461
111097;CD00;;HIBRIDA Y2 145kV AIR 621C-606  622C-606;20/12/2021;ZAT;FETR0503;C/U;;;ND;MD01;S;1,047,841,513;COP;1;AE79461
111098;CD00;;CT TOROIDAL PARA NEUTRO AUTOTRAFO;20/12/2021;ZAT;FETR0503;C/U;;;ND;MD01;S;16,430,509;COP;1;AE79461
111099;CD00;;Radiador transformador potencia 10 MVA;20/12/2021;ZAT;FETR0100;C/U;;;ND;MD01;S;19,789;COP;1;AE79461
111100;CD00;;TRANSFORMADOR 0.5KVA 1F BOB. Cu DAÑADO;1/6/2023;ZMAT;FETR1502;C/U;;;ND;MD07;S;0;COP;1;AE79461
111101;CD00;;BUJE ALTA TENSION TRAFO 40MVA 115KV;20/12/2021;ZAT;FETR0100;C/U;;;ND;MD01;S;30,875;COP;1;AE79461
111102;CD00;;BUJE MEDIA TENSION TRAFO 40MVA 115KV;20/12/2021;ZAT;FETR0100;C/U;;;ND;MD01;S;30,875;COP;1;AE79461
111103;CD00;;VENTILADOR TRAFO 40MVA 115KV;20/12/2021;ZAT;FETR0100;C/U;;;ND;MD01;S;9,894;COP;1;AE79461
111104;CD00;;TRAFO 3F 150KVA 11400/380-220V CONV REP;30/12/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;3,510,205;COP;1;AE79461
111105;CD00;;BUJE INSERTO DOBLE 15 kV 200 A;26/6/2023;ZAT;FETR0100;C/U;;;ND;MD01;S;416,831;COP;1;AE79461
111106;CD00;;"""TRAFO TRIF.CONVC.20/0,380-0,22KV,  250K";7/3/2022;ZMBT;FETR1502;C/U;;;ND;MD01;S;1;COP;1;AE79461
111107;CD00;;TRAFO 3F 150KVA 11400/380-220V CONV;28/10/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;7,901,566;COP;1;AE79461
111108;CD00;;TRAFO 3F 150KVA 11400/208-120VSUMERGIBLE;28/10/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;23,826,400;COP;1;AE79461
111109;CD00;;TRAFO 3F 75kVA 11400/380-220V SUMERGIBLE;28/10/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;23,803,200;COP;1;AE79461
111110;CD00;;CAJA TANQUES ACEITE DIEL TRAFO POTENCIA;28/10/2021;ZAT;FETR1502;C/U;;;ND;MD01;S;1;COP;1;AE79461
111111;CD00;;TRAFO 3F 225KVA 11400/380-220V PED SECC;17/9/2024;ZMBT;FETR1502;C/U;;;ND;MD01;S;20,810,400;COP;1;AE79461
111112;CD00;;TRANSFORMADOR CORRIENTE 230KV TIPO CM13;23/3/2023;ZAT;FETM2500;C/U;;;ND;MD01;S;30,644,739;COP;1;AE79461
111113;CD00;;TRANSFORMADOR CORRIENTE 230KV TIPO CM16;23/3/2023;ZAT;FETM2500;C/U;;;ND;MD01;S;26,351,552;COP;1;AE79461
111114;CD00;;TRANSFORMADOR CORRIENTE 145 KV TIPO CM5;18/9/2024;ZAT;FETM2500;C/U;;;ND;MD01;S;29,370,679;COP;1;AE79461
111115;CD00;;TRANSFORMADOR CORRIENTE 115KV TIPO CM6;23/3/2023;ZAT;FETM2500;C/U;;;ND;MD01;S;11,026,807;COP;1;AE79461
111116;CD00;;TRANSFORMADOR CORRIENTE 57,5KV TIPO CM9;23/3/2023;ZAT;FETM2500;C/U;;;ND;MD01;S;9,551,094;COP;1;AE79461
111117;CD00;;TRANSFORMADOR TENSIÓN 36 KV TIPO CM9;11/9/2023;ZAT;FETM2500;C/U;;;ND;MD01;S;3,424,287;COP;1;AE79461
111118;CD00;;TRAFO 150KVA 34500/208-120V PEDEST SECC;2/11/2023;ZMBT;FETR1502;C/U;;;ND;MD01;S;57,387,922;COP;1;AE79461
111119;CD00;;TRAFO 75 KVA 11400/480-277V PED SECC REP;21/11/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;3,828,990;COP;1;AE79461
111120;CD00;;TRAFO 400 KVA 11400/208-120V pedes sec R;21/11/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;3,360,450;COP;1;AE79461
111121;CD00;;TRAFO 75 KVA 11400-380/220V SEMISUMERG;28/10/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;21,745,360;COP;1;AE79461
111122;CD00;;TRAFO 112,5 KVA11400-208/120VSEMISUMERG;24/2/2022;ZMBT;FETR1502;C/U;;;ND;MD01;S;22,999,900;COP;1;AE79461
111123;CD00;;TRAFO 45 KVA11400-208/120V SEMISUMERG;1/11/2023;ZMBT;FETR1502;C/U;;;ND;MD01;S;25,648,414;COP;1;AE79461
111124;CD00;;TRAFO 75 KVA11400-208/120v SEMISUMERG;1/6/2023;ZMBT;FETR1502;C/U;;;ND;MD01;S;21,583,558;COP;1;AE79461
111125;CD00;;TRAFO 300 KVA11400-208/120V SEMISUMERG;2/10/2023;ZMBT;FETR1502;C/U;;;ND;MD01;S;57,398,353;COP;1;AE79461
111126;CD00;;TRAFO 400 KVA11400-208/120V SEMISUMERG;2/11/2022;ZMBT;FETR1502;C/U;;;ND;MD01;S;53,645,874;COP;1;AE79461
111127;CD00;;TRAFO 150KVA 11400-208/120V SEMISUMERG;2/3/2023;ZMBT;FETR1502;C/U;;;ND;MD01;S;38,691,527;COP;1;AE79461
111128;CD00;;TRAFO 3F 75KVA 11400/380-220V CONV REPAR;21/11/2021;ZMBT;FETR1502;C/U;;;ND;MD01;S;2,463,745;COP;1;AE79461
111129;CD00;;TRAFO 3F 10MVA 34.5/13.2-11.4KV CON CDBC;27/3/2023;ZAT;FETR0503;C/U;;;ND;MD01;S;1,785,233,796;COP;1;AE79461
111130;CD00;;AUTOTRAFO 34/45/56MVA 230/115-13,2KV;28/10/2021;ZAT;FETR0501;C/U;;;ND;MD01;S;1,991,295,062;COP;1;AE79461
111131;CD00;;TRAFO 300 KVA 11400/400-230V pedes sec R;11/3/2024;ZMBT;FETR1502;C/U;;;ND;MD01;S;4,065,048;COP;1;AE79461
111132;CD00;;BUJE 115KV TRANSFORMADOR 30MVA;28/10/2021;ZAT;FETR0100;C/U;;;ND;MD01;S;463,000;COP;1;AE79461
111133;CD00;;CAJA TRAFOS CTE CT 17,5KV 400/5 + ACCES;10/3/2023;ZMBT;FETR0100;C/U;;;ND;MD01;S;9,812;COP;1;AE79461
111134;CD00;;TRAFO 3F 500 KVA 11.4kV/208-120V PED REP;19/1/2022;ZMBT;FETR1502;C/U;;;ND;MD01;S;3,803,458;COP;1;AE79461
111135;CD00;;TRAFO TRIF. AER. 10KV. 15KVA;28/10/2021;ZMBT;FETR1700;C/U;;;ND;MD01;S;1;COP;1;AE79461
111136;CD00;;TRAFO 3F 75 KVA 13200/208-120V T PED.;2/10/2024;ZMBT;FETR1502;C/U;;;ND;MD01;S;27,349,755;COP;1;AE79461
